users,text
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Freedom for your new \#NationalAnthem? How many retweets @Username @Username \#FreedomHumanRightsForAll  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#VOTE \#Freedom as the new \#NationalAnthem for \#USA @Username or \#France @Username \#whowinsFreedom 👊🔥💖🙏🌹 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Freedom for your new \#NationalAnthem? How many retweets @Username @Username \#FreedomHumanRightsForAll  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#VOTE \#Freedom as the new \#NationalAnthem for \#USA @Username or \#France @Username \#whowinsFreedom 👊🔥💖🙏🌹 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#VOTE \#Freedom as the new \#NationalAnthem for \#USA @Username or \#France @Username \#whowinsFreedom 👊🔥💖🙏🌹 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#VOTE \#Freedom as the new \#NationalAnthem for \#USA @Username or \#France @Username \#whowinsFreedom 👊🔥💖🙏🌹 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username @Username Non on en a pas pour l'instant. Dommage !
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Merci aux habitants des Hautes Mardelles à \#Brunoy pour leur accueil et leur constat : je me bats pour eux sur le terrain ! \#Circo9108 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Des centaines de milliers de migrants sont à nos portes, et nos portes sont grandes ouvertes."" \#BourdinDirect
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit \#shadilay 💊✌️🐸👌💊 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#MarineOfArc \#NonMacron \#FuckMacron @Username @Username \#ENDTHEFED \#brexit \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Je suis contre la légalisation de l'euthanasie mais pour l'amélioration des soins palliatifs."" \#DemainPrésident
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username Elle est le choix du peuple Mash macron vive la France \#votemarinelepen
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#JeVote @Username \#JeVoteMarine \#JeVoteMacron This is what open orders and muslin terrorists do when let into your country. \#Kekistan 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Ce second tour organise une grande recomposition politique autour du clivage entre les patriotes et les mondialistes."" \#Présidentielle2017
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username His name is @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username \#vivelafrance \#altright \#mememagic \#memetics \#kek \#cultOfKek \#maga \#frexit \#memetics \#animeright 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username \#ShariaRoad \#religionOfPeace @Username @Username @Username \#vivelafrance \#frexit \#maga \#pepe \#autism \#LePen \#HeForShe 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username \#logic \#vivalafrance \#religionofpeace \#muslim \#nwo \#endEU \#globalism \#mememagic \#kek \#pepe \#autism \#altright \#anime 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username \#vivelafrance \#altright \#mememagic \#memetics \#kek \#cultOfKek \#maga \#frexit \#memetics \#animeright 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username En restant dans l'union euroopéenne, Macron ne pourra rien faire pour l'industrie Française.  @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username L'UPR présente 574 candidats sur les 577 possibles… Bravo ! \#UPR @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Louis Aliot jouant @Username en citant l'article 50 du TUE sur \#ZENPP \#UPR \#Frexit
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Aaaah le compteur \#upr bloqué ce matin pour les 23000...ça fait plaisir avant d'aller à Bordeaux pour le meeting @Username ;)
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username Vous n'avez hérité que du vote contre Valls. Votre grandeur auprès des français ne sera reconnue que par un ralliement avec JLM
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Le pays du monde où il est le plus difficile de rentrer, après la Corée du Nord, c'est les États-Unis !"" \#AsselineauLyon
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#UE a fabriquée une idéologie malsaine au nom de \#lobbyistes fous furieux… Pour notre salut, sortons-en vite avec @Username \#UPR 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Malheureusement @Username omet d'évoquer les 574 candidats de @Username avec @Username ... 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Je suis demain l'invité des 4 vérités sur @Username demain mardi 28 mars à 7h38. 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Dans le choix des candidats, demandez vous qui défendra aux mieux l’intérêt de la France et des Français"" \#Asselineau2017 \#Frexit
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Vu ce que les LR lui font j'espère Henri Guaino va enfin rejoindre @Username La persuasion de NDA est le meilleur atout des patriotes🇫🇷 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Je découvre aujourd'hui l'affiche de campagne de .@Username Une vraie aura de chef d'état s'en dégage. Puissant ! \#UPR \#Frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Taxi ou Uber ? ""Je suis contre l'uberisation et la précarisation de toutes les professions"" @Username \#E1Matin 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Le début des négociations entre le Royaume-Uni et l'\#UE se passe très bien"" dit @Username @Username sur @Username \#Frexit \#Brexit
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username @Username @Username @Username @Username @Username @Username . Moi il y a longtemps...😉
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Pour prendre connaissance du programme complet, rendez vous sur : 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username On verra ce que diront les Français au moment de l'élection. Le coiffeur de Monsieur Hollande, ça ne vous a pas choquée ?
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Bureaux de vote 4 \& 5 \#Grasse, faits ! \#Mobilisation pour @Username ,pour la \#France ! \#Grasse06 \#FillonNice \#RPFavecFF \#RPF \#Laget 7 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Une Volonté pour la \#France, celle de @Username présentée à tous sur \#Grasse par \#LR comme le \#RPF - \#Grasse06 \#RPFavecFF \#Laget 3 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Guyane \#RPF_off @Username @Username responsable ..mais pas ""coupable"" @Username pas doué le garçon 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Le déontologue de l' \#AssembleeNationale dédouane @Username pour sa société de conseil  \#Fillon2017 \#RPFavecFF
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Même \#Morano clashe @Username sur son appel au vote suicidaire pour \#Macron après ""Emmanuel Hollande"" et ça : 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username A cette heure, un seul candidat à la \#Presidentielle2017 a sa candidature validée : @Username Dossier \#dtomfr  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Je vous attends nombreux dimanche prochain lors du grand rassemblement de la Porte de Versailles ! Inscription ⬇️ 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username L'état d’urgence est partout. \#FillonMontpellier 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Je suis le seul à dénoncer les failles de notre système éducatif.⁰ Que proposent mes adversaires ?⁰ \#FillonStrasbourg 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Logement : nous dépensons des milliards chaque année pour le logement. Mais avec quelle efficacité ? \#FillonLyon 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Les Bureaux 7 \& 9 \#Grasse : \#JeVote @Username avec \#RPFavecFF ! \#Grasse06 \#CAPG \#AlpesMaritimes \#PACA \#France \#Fillon2017 - \#Laget 1 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username [ARTICLE] @Username en ordre de bataille pour gagner les \#legislatives2017  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Meeting \#FillonNice, les Français au RDV pour @Username en ce \#LundidePaques (5000). Photo @Username \#RPFAVECFF 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Ce 11/04 se tiendra à @Username une CNI fermée aux Présid.\& SD de fédés. But : parité à marche forcée \& éviter les amendes, ambiance.
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Une Volonté pour la \#France, celle de @Username présentée à tous sur \#Grasse par \#LR comme le \#RPF - \#Grasse06 \#RPFavecFF \#Laget 1 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username . @Username : sur la ""guerre civile"", sur comment venir en aide aux agriculteurs, sur le peuple souverain... \#Fillon2017 \#RPFavecFF 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Ce 11/04 se tiendra à @Username une CNI fermée aux Présid.\& SD de fédés. But : parité à marche forcée \& éviter les amendes, ambiance.
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#France: Over 1,300 comrades marched in \#Bordeaux today, against the arrival of @Username leader of the neo-Nazi @Username party. 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Attaque les comme ils t'ont fait ! Bats toi \#Fillon"" un militant soutenant @Username au \#SIA2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Musique officielle des meetings de @Username  \#JevoteFillon \#FillonPresident \#Fillon2017 \#RPFavecFF \#Youtube
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Réunion publique à \#Montpellier François Fillon 2017 @Username @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Pour diminuer le nombre de fonctionnaires, votons @Username ! \#FillonPresident \#LeGrandDebat 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Anniversaire de la disparition de son père : Alain \#Pompidou apporte son \#soutien à @Username  \#ReseauGaulliste
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username @Username @Username @Username 🔴 EN DIRECT - @Username , le candidat le plus cité sur les réseaux sociaux \#15minutesPourConvaincre  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Le \#Rassemblement \#Trocadero doit être 1 succès qui montre que le Peuple français ne se résigne pas \#Fillon \#RPFavecFF @Username \#RPF 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Mon projet pour la France François Fillon 2017 @Username @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Je vous attends nombreux dimanche prochain lors du grand rassemblement de la Porte de Versailles ! Inscription ⬇️ 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Soyez fiers, soyez forts, soyez plus volontaires que tous les obstacles qui se dressent sur notre chemin, que toutes les volontés adverses ! 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .\#LR et \#RPF ensemble, des \#AlpesMaritimes et de partout en \#France pour soutenir @Username à \#FillonTrocadero cc @Username 2 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username futur Président de la vraie \#justice⚖, ou soutien du corporatisme \#banques💲? \#affaireapollonia occasion de vous positionner 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Voilà comment le @Username et son président @Username traitent les victimes de leurs escroqueries \#affaireapollonia @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username Silence débats TV?Des \#banques \#CM \#CIFD \#BNP \#CF seraient impliquées ds le Scandale n1 \#Francais \#affaireapollonia @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username \#affaireapollonia \#Banque : 1ère mise en examen de \#CIFRAA en tant que personne morale  @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username \#Scandale \#affaireapollonia ARRET 01/17 @Username  @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username justice française va elle avoir le courage de justice d'Obama: juger et condamner les \#banques coupables \#affaireapollonia
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username pourquoi \#justice regarde par la fenêtre?elle a depuis 10ans dossiers viol \#scrievener par\#banques \#affaireapollonia
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username Silence débats TV?Des \#banques \#CM \#CIFD \#BNP \#CF seraient impliquées ds Scandale n1 \#Francais \#affaireapollonia @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username Silence débats TV?Des \#banques \#CM \#CIFD \#BNP \#CF seraient impliquées ds le Scandale n1 \#Francais \#affaireapollonia @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username certes électeurs mais surtout citoyens qui demandons le respect des règles de bases de notre justice \#affaireapollonia
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username @Username A quoi vous attendiez vous ? Baal c'est le culte du Veau d'Or auquel ont adhéré tous les complices de l'\#affaireapollonia qui nous accablent
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username \#affaireapollonia le + grand Scandale Immo-banco-notarial qui plombent les cours d Appel françaises Agissez ! @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username ..va falloir corriger ce type conneries. INDIGNE d'un grand état qui doit retrouver la sérénité \#affaireapollonia 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username . Beau discours! Vous pouvez servir les victimes \#affaireapollonia pour qu'ils retrouvent leur honneur.
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Dix-sept jours que le photojournaliste Mathias Depardon est retenu en Turquie. Nous exigeons sa libération. @Username ? @Username ?
"
6d2be0e9183417dcaf1ecda22bf05e3b,"Linky, transition énergétique… : itw de P. Murer, conseiller ""environnement"" de @Username \#Presidentielle2017  
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username @Username @Username @Username Sauf que c'est prouvé que des hackers russes ont piraté les élections américaines.
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username \#fine 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username votera @Username \#ONPC 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Les violents n'auront pas le dernier mot. Notre feuille de route est la devise de la patrie : Liberté, Égalité, Fraternité. 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username C'est pas comme si @Username le disait depuis 3 ans dans son livre: le hareng de Bismarck ! \#FranceInsoumise \#JLM2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username J'aime une vidéo @Username de @Username - ÉMISSION SPÉCIALE CHIFFRAGE DU PROGRAMME - \#JLMChiffrage 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username Si on ne discute pas avec Poutine, on discute avec qui? Et Trump ? Et tous les pourris du monde? En Arabie Saoudite?
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username is the reincarnation of Joan d'Arc. She will serve our God Emperor well and stem the tide of globalist chicanery. \#ImWithHer 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#PascomplicedeMacron le fils de Hollande va finir par creuvé le pays c'est un fou ce type prenez garde votez @Username \#MacronLeaks
"
6d2be0e9183417dcaf1ecda22bf05e3b,"All I Said was ""Refugees Welcome"" \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""On doit mettre fin à la dissémination des \#migrants dans les villages, faite sans l'avis des Français."" \#DébatTF1 \#LeGrandDébat
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username @Username Yeah it is kinda dark :)
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#LaFranceVoteMarine @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MacronLeaks \#ViveLePen \#jevote @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username For France 🇫🇷, Europe, and the ENTIRE WORLD 🌎, please elect @Username as your President. \#GodBlessFrance \#Marine2017 \#ChoisirLaFrance 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""On doit aller vers 2% du PIB pour le budget de la Défense Nationale, dès 2018."" \#DébatTF1 \#LeGrandDébat \#Marine2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Dimanche, choisissez la France 🇫🇷 ! \#ChoisirLaFrance 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username @Username @Username @Username @Username @Username @Username @Username @Username @Username \#MacronLeaks \#RipouxClique \#SURSAUT 🇫🇷 \#Montages financiers sophistiqués \#Macron (patrimoine ET campagne) échappé à tous les contrôles..(1) 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username Good luck today! Many Americans are rooting for you. God bless you and France. 🇫🇷🇫🇷❤️🇺🇸🇺🇸
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"@Username @Username @Username @Username @Username @Username @Username @Username Libs have actually saved the country in a way by being SOOO OVER-THE-TOP ridiculous! \#muhRussia @Username @Username @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username A visual representation of the mass migration flooding into Europe. Only @Username has a shot at saving France🇫🇷 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username FRANCE: Y'all got some sp'laining to do! But with this said, is it any wonder why the hard, loopy left LOVES her and @Username Nope.. 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Bonheur, honneur, de pouvoir voter pour Marine, enfin une grande Présidente pour la France ! \#Marine2017 \#JeChoisisMarine @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"\#Macron = 💩🔪🔥⚰️ \#LePen = ❤️🇫🇷👍👌 \#jevotepour @Username \#Presidentielles2017 \#macronLeaks \#LePenOui \#IslamicTerror \#charliehebdo \#frexit 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#MacronGate @Username Someone inside your circle really hates you bruh. @Username \#marinelepenpresidente 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#JeVote \#JeVotePour \#Presidentielle2017 \#Avote \#MacronGate \#ViveLePen @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"I support @Username centrist in \#France, with whome I have a lot in common. On the go, En March`e.
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#jevote Vous savez @Username n'est pas pour la \#France. \#resist \#resistance \#democracy \#Liberty \#freedom non Nazi le con 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"[\#RENDEZVOUS] \#Presidentielle2017 Demain à 8H30 Loïc Cauret, maire de \#Lamballe soutien d'@Username invité de \#B5matin sur \#bretagne5 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Ce dimanche, la France et @Username ont besoin de vous ! 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username L'intérêt de la nation exige qu'on choisisse au 2nd tour @Username
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username .@Username ""\#Fillon prend en otage les électeurs de droite avec toutes ses affaires."" \#ForumRadioJ \#NDA2017
"
6d2be0e9183417dcaf1ecda22bf05e3b,"Close migrant Camps @Username The evil pimps forcing women into prostitution at Calais migrant camp 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username If @Username wins the French election it will mean the end of the European Union. 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username Il s'est passé des choses très fortes entre nous pendant cette campagne, on a rendez-vous avec la France dimanche, votez, faites voter ! MLP 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Brexit 🇬🇧 \#Frexit 🇫🇷 @Username @Username \#Ukip \#MLP \#Marine2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Brexit 🇬🇧 \#Frexit 🇫🇷 @Username @Username \#Ukip \#MLP \#Marine2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Lorsque je serai au pouvoir, plus aucun Français ne pourra dire ""je vote mais je ne suis pas représenté !"""" \#Monswiller 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username WATCH | @Username to @Username ""France will be led by a woman, either me or Angela Merkel!"" 👏🇫🇷😂 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""We must \#protect the \#French: we must protect their jobs, protect them from terrorism, protect them from insecurity."" @Username 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Brexit 🇬🇧 \#Frexit 🇫🇷 @Username @Username \#Ukip \#MLP \#Marine2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username \#Brexit 🇬🇧 \#Frexit 🇫🇷 @Username @Username \#Ukip \#MLP \#Marine2017 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Le 7 mai, je vous appelle à faire barrage à la finance, à l’arrogance, à l’argent-roi !"" \#MarineÀVillepinte 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username ""Il faut expulser les imams étrangers qui prêchent la haine, il faut expulser les fichés S étrangers islamistes !"" \#PerpignanMLP 
"
6d2be0e9183417dcaf1ecda22bf05e3b,"RT @Username 📸 Visite du marché aux puces de \#Courrières cet après-midi : encore un superbe accueil ! \#Circo6211 \#DéfendreLaFrance 
"
